4.58,34.68,19.94,8.08,10.79,7.89,4.67||0.00,0.00,0.00,0.08,0.07,0.08||58.19,14.41,64.91,76.62,35.19,77.83||12.67,1.41,3.27,0.46,0.69||54.02,7.07,48.84,20.05,4.40||0.02,0.05,0.70,0.81,0.01||79.34,807.63,6033.59,70.24,41.30||19.84,5.89,12.68||3.52,9.00,42.06,16.03,19.20,4.47||
3.10,20.08,12.98,4.94,6.64,5.34,3.13||0.00,0.00,0.00,0.04,0.04,0.04||5.03,8.60,1.72,27.14,19.97,14.72||5.45,0.88,0.88,0.22,0.44||17.60,4.44,4.55,10.03,2.83||0.00,0.01,0.53,0.63,0.00||41.48,59.46,282.81,53.91,8.90||8.47,2.86,6.39||0.56,1.62,4.98,3.41,5.00,0.70||
2.88,18.11,11.97,4.50,6.06,4.96,2.91||0.00,0.00,0.00,0.04,0.04,0.04||3.24,7.84,0.89,22.52,18.03,10.91||4.68,0.81,0.70,0.19,0.40||14.66,4.12,3.10,8.96,2.63||0.00,0.01,0.50,0.60,0.00||33.69,25.77,106.05,49.53,5.44||6.71,2.34,5.30||0.43,1.26,3.66,2.72,4.11,0.53||
2.83,17.71,11.76,4.41,5.94,4.88,2.86||0.00,0.00,0.00,0.03,0.04,0.04||2.97,7.70,0.79,21.71,17.67,10.29||4.54,0.80,0.66,0.18,0.40||14.05,4.05,2.83,8.73,2.59||0.00,0.00,0.50,0.60,0.00||48.87,114.95,612.82,57.64,13.12||10.59,3.46,7.65||0.50,1.45,4.36,3.10,4.60,0.62||
2.82,17.59,11.70,4.38,5.90,4.86,2.85||0.00,0.00,0.00,0.03,0.04,0.04||2.92,7.67,0.77,21.56,17.60,10.17||4.45,0.79,0.64,0.18,0.39||14.02,4.04,2.82,8.72,2.59||0.00,0.00,0.50,0.59,0.00||55.06,185.80,1076.37,60.52,17.40||10.64,3.47,7.68||1.65,4.45,17.50,8.48,11.04,2.08||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.91,7.66,0.76,21.52,17.59,10.15||4.43,0.79,0.64,0.18,0.39||13.93,4.03,2.78,8.69,2.58||0.00,0.00,0.50,0.59,0.00||74.91,640.85,4599.69,68.61,36.05||9.82,3.24,7.20||0.53,1.54,4.68,3.26,4.80,0.66||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.91,7.66,0.76,21.52,17.59,10.14||4.42,0.79,0.64,0.18,0.39||13.91,4.03,2.77,8.68,2.58||0.00,0.00,0.50,0.59,0.00||50.34,129.57,705.24,58.34,14.08||11.44,3.69,8.14||1.03,2.86,10.13,5.70,7.82,1.29||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.91,7.66,0.76,21.52,17.59,10.14||4.42,0.79,0.64,0.18,0.39||13.91,4.03,2.77,8.68,2.58||0.00,0.00,0.50,0.59,0.00||62.58,310.81,1968.27,63.76,23.55||12.63,4.01,8.82||0.68,1.93,6.22,4.00,5.75,0.85||
2.82,17.60,11.71,4.39,5.90,4.86,2.85||0.00,0.00,0.00,0.03,0.04,0.04||2.91,7.66,0.76,21.52,17.59,10.14||4.42,0.79,0.64,0.18,0.39||13.99,4.04,2.81,8.71,2.59||0.00,0.00,0.50,0.59,0.00||87.56,1200.68,9607.19,73.12,52.15||12.03,3.85,8.48||2.73,7.11,31.37,12.95,15.96,3.46||
2.81,17.57,11.69,4.38,5.89,4.86,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.91,7.66,0.76,21.52,17.59,10.14||4.42,0.79,0.64,0.18,0.39||14.01,4.04,2.81,8.72,2.59||0.00,0.00,0.50,0.59,0.00||91.28,1419.37,11690.75,74.37,57.55||10.30,3.38,7.48||3.72,9.47,44.84,16.79,19.99,4.72||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.91,7.66,0.76,21.52,17.59,10.14||4.42,0.79,0.64,0.18,0.39||14.02,4.04,2.81,8.72,2.59||0.00,0.00,0.50,0.59,0.00||64.45,350.08,2263.05,64.53,25.26||9.80,3.23,7.19||3.12,8.05,36.63,14.50,17.60,3.96||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.91,7.66,0.76,21.52,17.59,10.14||4.42,0.79,0.64,0.18,0.39||14.02,4.04,2.82,8.72,2.59||0.00,0.00,0.50,0.59,0.00||61.84,296.34,1861.19,63.45,22.90||9.84,3.24,7.21||2.39,6.28,26.90,11.59,14.48,3.03||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.83,7.62,0.73,21.27,17.47,9.95||4.39,0.78,0.63,0.18,0.39||13.93,4.03,2.78,8.69,2.58||0.00,0.00,0.50,0.59,0.00||72.43,559.81,3925.16,67.67,33.29||10.34,3.38,7.50||1.91,5.08,20.66,9.57,12.26,2.41||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.82,7.61,0.73,21.22,17.45,9.92||4.35,0.78,0.62,0.18,0.39||13.66,4.00,2.66,8.58,2.56||0.00,0.00,0.50,0.59,0.00||41.48,59.48,282.90,53.92,8.90||6.85,2.39,5.39||0.64,1.84,5.83,3.82,5.52,0.80||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.76,7.58,0.70,21.04,17.37,9.79||4.34,0.78,0.62,0.18,0.39||13.86,4.02,2.75,8.66,2.58||0.00,0.00,0.50,0.59,0.00||34.67,28.91,121.37,50.11,5.83||6.17,2.18,4.95||0.57,1.63,5.04,3.44,5.03,0.71||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.01,17.36,9.76||4.34,0.78,0.62,0.18,0.39||13.73,4.01,2.69,8.61,2.57||0.00,0.00,0.50,0.59,0.00||33.28,24.53,100.09,49.29,5.29||5.93,2.11,4.80||0.48,1.40,4.16,2.99,4.46,0.60||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.00,17.36,9.76||4.34,0.78,0.62,0.18,0.39||13.96,4.03,2.79,8.70,2.58||0.00,0.00,0.50,0.59,0.00||37.55,39.86,176.89,51.77,7.04||6.11,2.16,4.91||0.45,1.32,3.87,2.84,4.26,0.56||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.00,17.35,9.76||4.34,0.78,0.62,0.18,0.39||13.66,4.00,2.67,8.58,2.56||0.00,0.00,0.50,0.59,0.00||30.96,18.34,71.14,47.85,4.46||6.07,2.15,4.89||0.49,1.42,4.25,3.04,4.52,0.61||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.00,17.35,9.75||4.31,0.78,0.61,0.17,0.39||13.94,4.03,2.78,8.69,2.58||0.00,0.00,0.50,0.59,0.00||40.30,52.92,246.69,53.28,8.31||7.75,2.65,5.95||1.50,4.05,15.58,7.80,10.26,1.88||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.00,17.35,9.75||4.27,0.77,0.60,0.17,0.38||14.00,4.04,2.81,8.71,2.59||0.00,0.00,0.50,0.59,0.00||32.22,21.53,85.90,48.64,4.90||6.48,2.27,5.15||0.54,1.56,4.74,3.29,4.84,0.67||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.00,17.35,9.75||4.26,0.77,0.60,0.17,0.38||13.93,4.03,2.78,8.68,2.58||0.00,0.00,0.50,0.59,0.00||43.70,73.32,361.61,55.07,10.07||6.43,2.26,5.12||0.53,1.52,4.61,3.22,4.76,0.65||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.00,17.35,9.75||4.26,0.77,0.60,0.17,0.38||14.08,4.05,2.84,8.75,2.59||0.00,0.00,0.50,0.59,0.00||53.27,162.63,920.67,59.70,16.09||10.04,3.30,7.33||0.75,2.12,6.96,4.34,6.17,0.93||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.00,17.35,9.75||4.26,0.77,0.60,0.17,0.38||14.29,4.07,2.93,8.82,2.61||0.00,0.00,0.50,0.59,0.00||86.67,1152.50,9156.48,72.81,50.91||12.05,3.86,8.49||2.06,5.47,22.63,10.22,12.98,2.60||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.00,17.35,9.75||4.26,0.77,0.60,0.17,0.38||14.24,4.07,2.91,8.81,2.60||0.00,0.00,0.50,0.59,0.00||94.72,1647.39,13923.27,75.50,62.82||11.77,3.78,8.33||1.61,4.33,16.94,8.28,10.81,2.02||
2.81,17.56,11.69,4.38,5.89,4.85,2.84||0.00,0.00,0.00,0.03,0.04,0.04||2.75,7.57,0.70,21.00,17.35,9.75||4.26,0.77,0.60,0.17,0.38||14.32,4.08,2.95,8.84,2.61||0.00,0.00,0.50,0.59,0.00||75.49,660.99,4769.79,68.82,36.71||9.05,3.02,6.74||0.93,2.60,9.00,5.24,7.26,1.17||
