4.58,34.68,19.94,8.08,10.79,7.89,4.67||0.00,0.00,0.00,0.08,0.07,0.08||62.31,14.62,71.86,78.88,35.75,81.54||12.91,1.43,3.37,0.47,0.70||56.13,7.18,52.96,20.53,4.47||0.02,0.05,0.70,0.81,0.01||27.34,11.12,39.57,45.49,3.32||17.18,5.21,11.30||0.25,0.75,1.92,1.70,2.73,0.30||
3.10,20.13,13.01,4.95,6.65,5.35,3.14||0.00,0.00,0.00,0.04,0.04,0.04||5.34,8.71,1.88,27.83,20.24,15.33||5.47,0.89,0.89,0.22,0.44||18.17,4.50,4.87,10.23,2.87||0.00,0.01,0.53,0.63,0.00||61.47,289.31,1809.47,63.29,22.58||8.22,2.79,6.24||0.20,0.61,1.50,1.42,2.34,0.25||
2.89,18.25,12.05,4.53,6.10,4.99,2.92||0.00,0.00,0.00,0.04,0.04,0.04||3.43,7.93,0.97,23.08,18.27,11.35||4.68,0.81,0.70,0.19,0.40||14.84,4.14,3.18,9.03,2.65||0.00,0.01,0.50,0.60,0.00||41.38,58.88,279.56,53.86,8.85||10.98,3.56,7.88||0.40,1.17,3.32,2.54,3.87,0.49||
2.84,17.82,11.82,4.44,5.97,4.91,2.87||0.00,0.00,0.00,0.03,0.04,0.04||3.15,7.79,0.86,22.25,17.91,10.70||4.54,0.80,0.67,0.18,0.40||14.15,4.06,2.87,8.77,2.60||0.00,0.00,0.50,0.60,0.00||31.39,19.38,75.94,48.12,4.61||8.34,2.82,6.31||0.23,0.71,1.80,1.63,2.63,0.29||
2.84,17.78,11.80,4.43,5.96,4.90,2.87||0.00,0.00,0.00,0.03,0.04,0.04||3.10,7.76,0.83,22.08,17.84,10.57||4.52,0.80,0.66,0.18,0.40||14.01,4.04,2.81,8.72,2.59||0.00,0.00,0.50,0.59,0.00||31.45,19.53,76.63,48.16,4.63||7.47,2.57,5.77||0.09,0.28,0.56,0.70,1.25,0.10||
2.83,17.73,11.78,4.42,5.94,4.89,2.86||0.00,0.00,0.00,0.03,0.04,0.04||3.08,7.76,0.83,22.05,17.82,10.55||4.51,0.80,0.66,0.18,0.40||14.22,4.07,2.90,8.80,2.60||0.00,0.00,0.50,0.59,0.00||26.19,9.35,32.28,44.69,3.00||8.31,2.81,6.29||0.18,0.56,1.34,1.32,2.18,0.22||
2.82,17.64,11.73,4.40,5.91,4.87,2.85||0.00,0.00,0.00,0.03,0.04,0.04||3.08,7.76,0.83,22.05,17.82,10.54||4.51,0.80,0.66,0.18,0.40||14.03,4.04,2.82,8.72,2.59||0.00,0.00,0.50,0.59,0.00||53.75,168.64,960.70,59.92,16.44||10.36,3.39,7.52||0.29,0.87,2.31,1.95,3.08,0.36||
2.82,17.62,11.72,4.39,5.91,4.87,2.85||0.00,0.00,0.00,0.03,0.04,0.04||3.08,7.76,0.83,22.04,17.82,10.54||4.51,0.80,0.66,0.18,0.40||14.22,4.07,2.90,8.80,2.60||0.00,0.00,0.50,0.59,0.00||83.98,1014.77,7886.64,71.88,47.24||7.54,2.59,5.82||0.96,2.66,9.24,5.34,7.38,1.20||
2.82,17.62,11.72,4.39,5.91,4.87,2.85||0.00,0.00,0.00,0.03,0.04,0.04||3.08,7.76,0.83,22.04,17.82,10.54||4.51,0.80,0.66,0.18,0.40||14.37,4.08,2.97,8.85,2.61||0.00,0.00,0.50,0.59,0.00||100.55,2094.65,18454.82,77.36,72.35||7.15,2.47,5.58||0.12,0.40,0.86,0.96,1.65,0.15||
2.82,17.62,11.72,4.39,5.91,4.87,2.85||0.00,0.00,0.00,0.03,0.04,0.04||3.08,7.76,0.83,22.04,17.82,10.54||4.51,0.80,0.66,0.18,0.40||14.17,4.06,2.88,8.78,2.60||0.00,0.00,0.50,0.59,0.00||22.44,5.02,15.57,41.96,2.08||10.74,3.50,7.74||0.16,0.50,1.15,1.17,1.98,0.19||
2.82,17.66,11.74,4.40,5.92,4.87,2.85||0.00,0.00,0.00,0.03,0.04,0.04||3.08,7.76,0.83,22.04,17.82,10.54||4.51,0.80,0.66,0.18,0.40||14.13,4.06,2.87,8.76,2.60||0.00,0.00,0.50,0.59,0.00||27.54,11.45,40.96,45.62,3.38||9.11,3.04,6.78||0.15,0.48,1.10,1.14,1.93,0.19||
2.82,17.58,11.70,4.38,5.90,4.86,2.85||0.00,0.00,0.00,0.03,0.04,0.04||3.08,7.76,0.83,22.04,17.82,10.54||4.51,0.80,0.66,0.18,0.40||13.90,4.03,2.76,8.67,2.58||0.00,0.00,0.50,0.59,0.00||62.70,313.36,1987.20,63.81,23.67||8.72,2.93,6.54||0.22,0.67,1.66,1.54,2.50,0.27||
2.82,17.61,11.71,4.39,5.91,4.86,2.85||0.00,0.00,0.00,0.03,0.04,0.04||3.08,7.76,0.83,22.04,17.82,10.54||4.52,0.80,0.66,0.18,0.40||13.96,4.04,2.79,8.70,2.58||0.00,0.00,0.50,0.59,0.00||41.17,57.71,273.09,53.75,8.75||8.78,2.95,6.58||0.35,1.04,2.86,2.28,3.52,0.43||
