4.58;34.68;19.94;8.08;10.79;7.89;4.67;0.00;0.00;0.00;0.08;0.07;0.08;61.60;14.59;70.65;78.50;35.66;80.91;12.91;1.43;3.37;0.47;0.70;52.84;7.00;46.62;19.78;4.36;0.02;0.05;0.70;0.81;0.01;9.35;0.15;0.25;29.37;0.26;14.18;4.43;9.68;44.71;96.88;807.71;136.76;123.92;58.36;
3.10;20.13;13.01;4.95;6.65;5.35;3.14;0.00;0.00;0.00;0.04;0.04;0.04;5.33;8.71;1.87;27.81;20.23;15.31;5.55;0.89;0.91;0.22;0.44;17.55;4.44;4.53;10.02;2.83;0.00;0.01;0.53;0.63;0.00;24.46;7.11;23.40;43.47;2.55;11.56;3.72;8.21;2.82;7.31;32.49;13.29;16.31;3.57;
2.90;18.29;12.07;4.54;6.11;5.00;2.93;0.00;0.00;0.00;0.04;0.04;0.04;3.37;7.90;0.95;22.89;18.19;11.20;4.77;0.82;0.72;0.19;0.41;14.62;4.11;3.08;8.95;2.63;0.00;0.01;0.50;0.60;0.00;16.88;1.60;4.06;37.36;1.06;12.04;3.85;8.49;1.00;2.78;9.75;5.55;7.63;1.25;
2.85;17.91;11.87;4.46;6.00;4.92;2.88;0.00;0.00;0.00;0.03;0.04;0.04;3.14;7.78;0.85;22.21;17.89;10.67;4.63;0.81;0.68;0.19;0.40;14.11;4.05;2.86;8.76;2.59;0.00;0.00;0.50;0.60;0.00;19.99;3.15;9.02;40.03;1.58;11.00;3.57;7.89;0.55;1.59;4.87;3.35;4.93;0.68;
2.84;17.84;11.83;4.44;5.97;4.91;2.88;0.00;0.00;0.00;0.03;0.04;0.04;3.09;7.76;0.83;22.08;17.83;10.57;4.60;0.80;0.68;0.19;0.40;13.90;4.03;2.77;8.67;2.58;0.00;0.00;0.50;0.59;0.00;19.50;2.86;8.04;39.63;1.49;6.63;2.32;5.25;0.34;1.00;2.75;2.22;3.43;0.42;
2.84;17.82;11.82;4.44;5.97;4.91;2.87;0.00;0.00;0.00;0.03;0.04;0.04;3.05;7.74;0.82;21.96;17.78;10.48;4.60;0.80;0.68;0.18;0.40;14.08;4.05;2.84;8.74;2.59;0.00;0.00;0.50;0.59;0.00;25.72;8.70;29.67;44.37;2.87;5.94;2.11;4.80;1.25;3.41;12.59;6.68;8.97;1.56;
2.84;17.82;11.82;4.44;5.97;4.91;2.87;0.00;0.00;0.00;0.03;0.04;0.04;3.08;7.75;0.83;22.03;17.81;10.53;4.59;0.80;0.68;0.18;0.40;13.89;4.03;2.76;8.67;2.58;0.00;0.00;0.50;0.59;0.00;19.20;2.68;7.47;39.38;1.44;7.72;2.64;5.93;3.36;8.62;39.89;15.42;18.57;4.26;
2.85;17.86;11.84;4.45;5.98;4.91;2.88;0.00;0.00;0.00;0.03;0.04;0.04;3.08;7.76;0.83;22.04;17.82;10.54;4.59;0.80;0.68;0.18;0.40;13.97;4.04;2.79;8.70;2.58;0.00;0.00;0.50;0.59;0.00;21.82;4.49;13.64;41.49;1.95;8.25;2.79;6.26;0.96;2.67;9.31;5.36;7.41;1.20;
2.85;17.87;11.85;4.45;5.98;4.91;2.88;0.00;0.00;0.00;0.03;0.04;0.04;3.05;7.74;0.82;21.95;17.78;10.47;4.59;0.80;0.68;0.18;0.40;14.09;4.05;2.85;8.75;2.59;0.00;0.00;0.50;0.59;0.00;29.41;14.91;55.83;46.86;3.95;8.56;2.88;6.45;1.07;2.95;10.49;5.85;7.99;1.33;
2.85;17.87;11.85;4.45;5.98;4.91;2.88;0.00;0.00;0.00;0.03;0.04;0.04;3.05;7.74;0.82;21.94;17.77;10.46;4.59;0.80;0.68;0.18;0.40;14.01;4.04;2.81;8.72;2.59;0.00;0.00;0.50;0.59;0.00;10.37;0.22;0.41;30.63;0.33;7.56;2.59;5.83;1.67;4.50;17.76;8.57;11.14;2.11;
2.85;17.87;11.85;4.45;5.98;4.92;2.88;0.00;0.00;0.00;0.03;0.04;0.04;3.02;7.72;0.80;21.85;17.73;10.39;4.58;0.80;0.67;0.18;0.40;13.99;4.04;2.80;8.71;2.59;0.00;0.00;0.50;0.59;0.00;20.06;3.20;9.17;40.09;1.60;6.09;2.16;4.90;5.83;14.43;75.66;24.54;27.81;7.44;
2.85;17.87;11.85;4.45;5.98;4.92;2.88;0.00;0.00;0.00;0.03;0.04;0.04;2.98;7.70;0.79;21.74;17.69;10.31;4.58;0.80;0.67;0.18;0.40;13.99;4.04;2.80;8.71;2.58;0.00;0.00;0.50;0.59;0.00;18.77;2.45;6.70;39.02;1.36;6.28;2.22;5.02;1.64;4.41;17.33;8.42;10.97;2.07;
2.85;17.87;11.85;4.45;5.98;4.92;2.88;0.00;0.00;0.00;0.03;0.04;0.04;3.03;7.73;0.81;21.89;17.75;10.43;4.58;0.80;0.67;0.18;0.40;13.99;4.04;2.80;8.71;2.58;0.00;0.00;0.50;0.59;0.00;25.20;8.01;26.93;44.00;2.74;7.68;2.63;5.91;4.47;11.26;55.59;19.62;22.89;5.69;
2.85;17.87;11.85;4.45;5.98;4.92;2.88;0.00;0.00;0.00;0.03;0.04;0.04;3.01;7.72;0.80;21.84;17.73;10.39;4.56;0.80;0.67;0.18;0.40;14.10;4.05;2.85;8.75;2.59;0.00;0.00;0.50;0.59;0.00;13.43;0.64;1.38;34.04;0.62;9.60;3.18;7.07;2.55;6.66;28.95;12.22;15.17;3.23;
2.85;17.87;11.85;4.45;5.98;4.92;2.88;0.00;0.00;0.00;0.03;0.04;0.04;2.93;7.67;0.77;21.57;17.61;10.18;4.56;0.80;0.67;0.18;0.40;14.01;4.04;2.81;8.72;2.59;0.00;0.00;0.50;0.59;0.00;19.39;2.79;7.82;39.54;1.47;10.23;3.35;7.44;3.65;9.31;43.88;16.52;19.72;4.63;
