219,269,286,294,291,823,310,145,27.10,56.40
219,269,286,293,291,823,311,145,27.10,56.60
219,269,287,291,291,823,311,145,27.10,56.80
219,269,287,292,291,824,311,145,27.10,56.80
219,269,287,292,290,824,312,145,27.10,56.90
219,269,287,292,290,824,312,145,27.10,56.90
219,269,287,294,290,824,312,145,27.10,56.90
219,269,287,295,289,824,311,145,27.10,56.80
219,269,287,295,289,824,311,146,27.10,56.70
220,269,287,295,289,824,310,146,27.10,56.60
220,269,288,295,288,825,310,146,27.10,56.60
220,269,291,295,288,825,310,146,27.10,56.50
220,269,293,295,288,825,310,146,27.10,56.60
220,269,298,294,287,825,310,146,27.10,56.70
220,269,291,294,287,825,311,146,27.10,56.70
220,269,321,294,287,825,311,146,27.10,56.70
219,269,344,294,287,826,311,145,27.10,56.80
220,269,311,294,287,825,311,146,27.10,56.70
220,269,336,293,286,826,311,145,27.10,56.70
219,269,368,293,286,826,311,145,27.10,56.60
220,269,325,294,287,825,311,145,27.10,56.60
220,269,340,293,286,825,311,145,27.10,56.50
220,269,334,293,286,825,311,145,27.10,56.50
220,269,337,291,285,826,311,145,27.10,56.50
220,268,360,290,285,826,311,145,27.10,56.30
220,269,336,290,285,826,310,145,27.10,56.30
220,269,357,289,285,826,310,144,27.10,56.50
220,269,342,289,285,826,310,145,27.10,56.60
220,269,343,290,285,826,310,145,27.10,56.60
220,268,363,290,284,827,311,145,27.10,56.70
220,268,378,289,284,827,311,144,27.10,56.70
220,268,378,288,284,827,310,145,27.10,56.60
220,268,339,287,284,827,310,145,27.10,56.60
220,269,361,289,284,827,310,145,27.10,56.60
220,269,341,290,284,827,310,145,27.10,56.50
220,269,328,290,283,827,310,145,27.10,56.50
220,269,343,290,283,827,310,145,27.20,56.60
220,269,335,291,283,828,309,145,27.10,56.50
220,269,325,291,283,828,309,145,27.10,56.40
220,268,359,291,283,828,309,145,27.10,56.40
220,268,366,291,283,828,309,145,27.10,56.30
220,268,378,292,282,829,309,144,27.10,56.30
220,268,324,292,283,828,309,145,27.10,56.30
220,269,311,291,283,828,309,145,27.20,56.40
220,268,316,290,282,828,308,145,27.10,56.40
220,268,314,290,282,828,307,145,27.20,56.40
220,268,313,289,282,828,307,145,27.20,56.30
220,268,315,289,282,828,307,145,27.20,56.30
220,268,317,289,281,828,307,145,27.20,56.30
220,268,317,290,281,828,307,145,27.20,56.20
220,268,319,290,281,829,307,145,27.10,56.10
220,268,317,289,281,828,306,145,27.20,56.20
220,268,320,289,281,829,306,145,27.20,56.10
220,268,320,289,281,829,305,145,27.20,56.00
220,268,323,288,280,829,305,145,27.20,56.00
220,268,334,288,280,829,305,145,27.20,56.20
219,268,340,288,280,829,305,144,27.20,56.30
219,268,335,288,280,829,305,145,27.20,56.30
219,267,348,288,280,829,305,144,27.20,56.30
220,268,339,288,280,829,306,144,27.20,56.20
