225,310,281,265,398,749,268,129,25.80,58.60
225,313,281,265,398,748,268,130,25.80,58.80
225,312,282,264,397,747,269,130,25.70,59.00
225,328,282,264,396,747,270,130,25.70,58.90
224,411,282,263,396,749,269,129,25.70,59.10
224,433,282,263,396,749,270,128,25.70,59.50
225,375,282,263,396,748,270,129,25.70,59.70
225,359,282,263,396,747,270,129,25.70,59.90
225,307,283,264,396,746,270,130,25.70,60.10
225,304,283,263,396,746,270,130,25.70,60.40
225,306,283,263,396,747,270,130,25.80,60.90
225,307,282,263,396,747,269,129,25.70,61.30
224,308,282,263,396,748,269,129,25.70,61.70
224,309,282,263,395,747,269,129,25.70,62.20
224,310,282,263,395,747,269,129,25.70,62.60
224,310,282,263,396,747,269,129,25.80,63.20
224,310,282,264,396,747,270,129,25.80,63.60
224,311,282,264,396,747,271,129,25.70,63.90
224,312,282,265,397,747,271,130,25.70,64.20
224,312,282,265,396,747,272,130,25.80,64.60
225,312,282,265,396,747,272,130,25.80,65.00
225,312,282,266,397,747,273,130,25.80,65.30
225,312,282,266,397,747,273,130,25.80,65.70
225,312,282,266,398,747,274,130,25.80,66.10
225,313,282,267,398,746,274,130,25.80,66.50
225,313,281,267,398,746,275,130,25.80,67.00
225,313,282,267,398,746,275,130,25.80,67.40
225,313,277,268,397,746,276,130,25.80,67.80
225,313,277,268,398,746,276,130,25.80,68.20
225,313,278,269,398,746,277,130,25.80,68.50
225,313,276,269,399,746,278,130,25.80,68.90
225,313,276,269,399,745,278,130,25.80,69.20
225,313,278,270,399,745,279,130,25.80,69.50
226,313,280,270,399,745,279,130,25.80,69.90
226,313,281,271,400,745,280,130,25.80,70.30
226,313,280,271,400,745,280,130,25.90,70.60
226,313,281,271,400,745,281,130,25.90,71.00
226,313,279,272,400,745,282,130,25.90,71.40
226,314,277,272,400,745,282,130,25.90,71.70
226,314,282,273,401,744,283,130,25.90,72.00
226,314,283,273,401,744,284,130,25.90,72.40
226,314,284,273,401,744,284,130,25.90,72.80
226,314,285,274,401,744,285,130,25.90,73.20
226,314,285,275,402,744,285,130,25.90,73.60
227,314,286,275,402,744,286,131,25.90,73.80
227,314,287,276,402,744,287,131,25.90,74.10
227,315,287,276,402,743,288,130,25.90,74.30
227,314,288,276,403,743,288,131,25.90,74.60
227,315,288,277,403,743,289,131,25.90,74.80
227,315,288,277,403,743,290,131,25.90,75.00
227,315,288,278,403,743,290,131,25.90,75.30
227,315,289,278,403,742,291,131,25.90,75.50
228,315,289,278,404,743,292,131,25.90,75.80
228,315,289,279,404,743,293,131,25.90,76.00
228,315,289,279,404,742,293,131,25.90,76.30
228,315,290,279,405,742,294,131,25.90,76.60
228,315,290,280,405,742,294,131,25.90,76.90
228,315,290,280,405,742,295,131,26.00,77.20
228,315,291,281,405,742,295,131,26.00,77.50
228,315,291,281,406,742,296,131,26.00,77.70
